topic_title	screen_name	epoch	text	link
MB176	USATODAY	2013-02-01 18:51:52+00:00	Terry Francona still going by the book	http://www.usatoday.com/story/sports/mlb/2013/02/01/terry--francona-red-sox-cleveland-indians-major-league-baseball/1881379/
MB176	PARSE_ERROR	USATODAY	After Visiting Friends: A Son's Story by Michael Hainey: Book ...	http://books.usatoday.com/book/%E2%80%98after-visiting-friends-chases-down-a-real-life-mystery/r850436
MB176	BBC	2013-02-15 01:09:05+00:00	Azeri writer Akram Aylisli hounded for 'pro-Armenian' book	http://www.bbc.com/news/world-europe-21459091
MB176	BBC	2013-02-12 13:06:23+00:00	Philippa Reynolds: Book of condolence opens in ...	http://www.bbc.com/news/uk-northern-ireland-21429918
MB177	BBC	2013-02-27 13:53:47+00:00	What 'hostage video' reveals about Nigeria's Boko Haram	http://www.bbc.co.uk/news/world-africa-21601578
MB178	BBC	2013-03-25 18:04:02+00:00	Tiger Woods back as world number one after Bay Hill win	http://www.bbc.co.uk/sport/0/golf/21930251
MB178	USATODAY	2013-03-10 22:45:19+00:00	Tiger Woods wraps up another win at Doral	http://www.usatoday.com/story/sports/golf/2013/03/10/tiger-woods-wgc-cadillac-championship-final-round-steve-stricker-phil-mickelson/1977145/
MB178	BBC	2013-03-26 17:25:14+00:00	Tiger Woods urges Rory McIlroy to win Houston Open	http://www.bbc.co.uk/sport/0/golf/21945330
MB178	USATODAY	2013-03-25 17:44:28+00:00	Tiger Woods wins at Bay Hill, returns to No. 1	http://www.usatoday.com/story/sports/golf/2013/03/25/tiger-woods-wins-arnold-palmer-invitational-monday/2017983/
MB178	USATODAY	2013-03-26 18:43:31+00:00	Nike's Tiger Woods ad draws critics	http://www.usatoday.com/story/money/business/2013/03/26/nikes-tiger-woods-ad-draws-critics/2021859/
MB178	BBC	2013-03-24 00:08:26+00:00	Tiger Woods closes in on world number one spot at Bay ...	http://www.bbc.co.uk/sport/0/golf/21914569
MB178	BBC	2013-03-21 11:18:41+00:00	Tiger Woods eyes world number one spot at Arnold ...	http://www.bbc.co.uk/sport/0/golf/21877755
MB181	AP	2013-02-25 05:00:00+00:00	Prosecutor seeks trial for Costa cruise ship capt	http://bigstory.ap.org/article/prosecutor-urges-trial-costa-cruise-ship-capt
MB181	PARSE_ERROR	USATODAY	Costa Concordia - Tag Story Index - USATODAY.com	http://content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Costa%20Concordia
MB181	REUTERS	2013-02-02 00:00:00+00:00	Italy releases new video of Costa Concordia rescue	http://www.reuters.com/video/2013/02/02/italy-releases-new-video-of-costa-concor?videoId=240450337
MB181	PARSE_ERROR	USATODAY	Costa Cruises - Tag Story Index - USATODAY.com	http://usatoday30.usatoday.com/community/tags/topic.aspx?req=tag&tag=Costa+Cruises
MB182	BBC	2013-03-22 16:58:21+00:00	Nigerian author Chinua Achebe dies	http://www.bbc.co.uk/news/world-africa-21898664
MB182	BBC	2013-03-22 14:12:12+00:00	Chinua Achebe: Obituary of Nigeria's renowned author	http://www.bbc.co.uk/news/world-africa-21896414
MB182	USATODAY	2013-03-22 13:14:53+00:00	Agent: Author Chinua Achebe dies at 82	http://www.usatoday.com/story/life/books/2013/03/22/agent-author-chinua-achebe-dies-at-82/2009065/
PARSE_ERROR	BBC	BBC World Service - The Strand Archive, The death of Chinua Achebe	http://www.bbc.co.uk/programmes/p015sh93
MB182	USATODAY	2013-03-22 17:21:12+00:00	Appreciation: Chinua Achebe influenced writers around the world	http://www.usatoday.com/story/life/books/2013/03/22/chinua-achebe-author-of-things-fall-apart-dies-at-82/2009751/
MB182	REUTERS	2013-03-22 18:56:07+00:00	Grandfather of African literature, Chinua Achebe, dies aged 82	http://www.reuters.com/article/2013/03/22/entertainment-us-achebe-death-idUSBRE92L0FD20130322
PARSE_ERROR	BBC	BBC World Service - The Strand Archive, The death of Chinua ...	http://www.bbc.co.uk/programmes/p016qgz5
MB182	BBC	2013-03-22 14:06:15+00:00	Every African schoolchild grew up with Chinua Achebe'	http://www.bbc.co.uk/news/world-africa-21893530
MB182	AP	2013-03-22 04:00:00+00:00	Quotes by Chinua Achebe, dead at age 82	http://bigstory.ap.org/article/quotes-chinua-achebe-dead-age-82
MB182	USATODAY	2013-03-22 15:41:13+00:00	Book Buzz: Readers and writers reflect on Chinua Achebe's life	http://www.usatoday.com/story/life/books/2013/03/22/book-buzz-chinua-achebe-johnny-carson-tonight-show/2009597/
MB183	BBC	2013-03-02 18:34:46+00:00	Evernote says security has been breached by hackers	http://www.bbc.co.uk/news/technology-21644317
MB183	AP	2013-03-04 05:00:00+00:00	Evernote hacked: 50 million passwords reset	http://bigstory.ap.org/article/evernote-hacked-50-million-passwords-reset
MB183	REUTERS	2013-03-03 02:27:10+00:00	Evernote note-sharing service says hackers stole some user data	http://www.reuters.com/article/2013/03/03/net-us-hacking-evernote-idUSBRE92200X20130303
MB184	USATODAY	2013-03-11 17:51:03+00:00	Chavez's hand-picked successor registers in election	http://www.usatoday.com/story/news/world/2013/03/11/chavez-successor-registers-election/1979055/
MB184	AP	2013-03-11 04:00:00+00:00	Hand-picked Chavez successor registers in election	http://bigstory.ap.org/article/candidates-register-venezuelan-vote
MB184	REUTERS	2013-03-10 22:09:52+00:00	Venezuela election race starts, sources say Capriles to run	http://www.reuters.com/article/2013/03/10/us-venezuela-chavez-idUSBRE92405420130310
MB184	AP	2013-03-09 05:00:00+00:00	Venezuela sets presidential election for April 14	http://bigstory.ap.org/article/venezuela-announce-details-election
MB184	USATODAY	2013-03-09 14:52:15+00:00	Venezuela to hold presidential election on April 14	http://www.usatoday.com/story/news/world/2013/03/09/venezuela-details-election/1974977/
MB184	BBC	2013-03-10 02:45:49+00:00	Venezuela announces post-Chavez election date	http://www.bbc.co.uk/news/world-latin-america-21731336
MB184	AP	2013-03-13 04:00:00+00:00	Chavez death: Venezuelans in US ready for election	http://bigstory.ap.org/article/venezuelans-vow-travel-new-orleans-vote
MB184	BBC	2013-03-26 17:58:48+00:00	Venezuela readies for key post-Chavez election	http://www.bbc.co.uk/news/world-latin-america-21942617
MB184	BBC	2013-03-11 03:49:39+00:00	Venezuela opposition leader Capriles to stand in election	http://www.bbc.co.uk/news/world-latin-america-21737742
MB184	BBC	2013-03-10 02:40:16+00:00	Venezuela election scheduled for 14 April	http://www.bbc.co.uk/news/world-latin-america-21731526
MB185	REUTERS	2013-03-30 20:12:25+00:00	Giant panda artificially inseminated at U.S. National Zoo	http://www.reuters.com/article/2013/03/30/us-usa-pandas-idUSBRE92T09A20130330
MB185	AP	2013-03-30 04:00:00+00:00	National Zoo performs insemination on giant panda	http://bigstory.ap.org/article/national-zoo-performs-insemination-giant-panda
MB185	USATODAY	2013-03-31 12:03:32+00:00	National Zoo artificially inseminates giant panda	http://www.usatoday.com/videos/news/nation/2013/03/31/2039627/
MB185	USATODAY	2013-03-31 12:03:32+00:00	National Zoo artificially inseminates giant panda	http://www.usatoday.com/media/cinematic/video/2039627/national-zoo-artificially-inseminates-giant-panda/
MB185	AP	2013-03-27 04:00:00+00:00	Panda breeding season arrives at DC's National Zoo	http://bigstory.ap.org/article/panda-breeding-season-arrives-dcs-national-zoo
MB186	REUTERS	2013-03-15 01:03:53+00:00	Los Angeles to replace women's pickup shot up in Dorner manhunt	http://www.reuters.com/article/2013/03/15/us-usa-california-cop-idUSBRE92E02720130315
MB187	USATODAY	2013-03-28 18:23:58+00:00	Pope Francis washes feet of young detainees in ritual	http://www.usatoday.com/story/news/world/2013/03/28/pope-frances-washes-feet/2028595/
MB187	BBC	2013-03-28 20:06:33+00:00	Pope Francis washes prisoners' feet on Maundy Thursday	http://www.bbc.co.uk/news/world-europe-21963105
MB187	BBC	2013-03-28 21:03:01+00:00	Pope Francis washes prisoners' feet on Maundy Thursday	http://www.bbc.co.uk/news/world-21969980
MB187	REUTERS	2013-03-28 18:09:35+00:00	Pope includes women for first time in Holy Thursday rite	http://www.reuters.com/article/2013/03/28/us-pope-idUSBRE92R0B020130328
MB187	AP	2013-03-28 04:00:00+00:00	Pope washes women's feet in break with church law	http://bigstory.ap.org/article/pope-washes-feet-young-detainees-ritual
MB187	REUTERS	2013-03-28 00:00:00+00:00	Pope breaks with tradition, washes womens' feet	http://www.reuters.com/video/2013/03/28/pope-breaks-with-tradition-washes-womens?videoId=241914025
MB187	AP	2013-03-24 04:00:00+00:00	New pope opens Holy Week at Vatican on Palm Sunday	http://bigstory.ap.org/article/new-pope-opens-holy-week-vatican-palm-sunday
MB187	BBC	2013-03-24 10:47:48+00:00	Pope Francis to visit Brazil in July for youth festival	http://www.bbc.co.uk/news/world-europe-21914547
MB187	BBC	2013-03-14 17:51:01+00:00	Pope Francis warns Church could become ...	http://www.bbc.co.uk/news/world-europe-21793224
MB191	BBC	2013-02-19 22:41:36+00:00	Magdalene laundries: Irish Prime Minister issues apology	http://www.bbc.co.uk/news/world-europe-21510281
MB191	BBC	2013-02-05 18:25:51+00:00	Irish PM: Magdalene laundries product of harsh Ireland	http://www.bbc.co.uk/news/world-europe-21326221
MB191	BBC	2013-02-19 22:03:31+00:00	Magdalene laundries: Irish PM issues formal apology	http://www.bbc.co.uk/news/world-europe-21514044
MB191	REUTERS	2013-02-06 21:57:03+00:00	Irish PM called on to apologize for Magdalene Laundries	http://www.reuters.com/article/2013/02/06/us-ireland-laundries-pm-idUSBRE91519R20130206
MB191	BBC	2013-02-19 22:03:31+00:00	Magdalene laundries: Irish PM issues formal apology	http://www.bbc.com/news/world-europe-21514044
MB191	BBC	2013-02-19 07:29:16+00:00	Magdalene laundries: Irish government to debate report	http://www.bbc.co.uk/news/world-europe-21502779
MB191	BBC	2013-02-06 07:25:42+00:00	Magdalene laundries report to be raised in Irish ...	http://www.bbc.co.uk/news/world-europe-21348473
MB191	REUTERS	2013-02-19 20:01:05+00:00	Irish PM apologizes for national shame of Magdalene Laundries	http://www.reuters.com/article/2013/02/19/us-ireland-laundries-pm-idUSBRE91I14Y20130219
MB191	BBC	2013-02-05 18:51:08+00:00	Irish PM: Magdalene laundries product of harsh Ireland	http://www.bbc.co.uk/news/world-europe-21338890
MB191	REUTERS	2013-02-05 17:23:12+00:00	Irish state held responsible for Magdalene Laundries	http://uk.reuters.com/article/2013/02/05/uk-ireland-laundries-idUKBRE9140WL20130205
MB192	USATODAY	2013-02-09 00:44:18+00:00	Whooping cough may be becoming resistant to vaccines	http://www.usatoday.com/story/news/health/2013/02/08/whooping-cough-may-be-becoming-resistant-to-vaccines/1903439/
MB192	BBC	2013-02-01 10:42:13+00:00	Whooping cough cases 'falling'	http://www.bbc.co.uk/news/health-21292845
MB192	BBC	2013-03-01 12:39:00+00:00	Whooping cough outbreak cases fall	http://www.bbc.co.uk/news/health-21628910
PARSE_ERROR	BBC	Share: BBC News - Health, Whooping cough outbreak: Pregnant ...	http://www.bbc.co.uk/modules/sharetools/share?url=http://www.bbc.co.uk%2Fprogrammes%2Fp00z3kdv&appId=programmes&env=live
MB193	REUTERS	2013-03-04 15:46:39+00:00	Bulgarian dies of self-immolation, protests intensify	http://www.reuters.com/article/2013/03/04/bulgaria-government-idUSL6N0BW9O520130304
MB193	REUTERS	2013-03-14 12:51:06+00:00	Fourth Bulgarian protester sets himself on fire	http://www.reuters.com/article/2013/03/14/us-bulgaria-government-idUSBRE92D0MQ20130314
MB193	BBC	2013-03-12 16:31:08+00:00	Bulgarian president names new caretaker government	http://www.bbc.com/news/world-europe-21753607
MB193	AP	2013-02-26 05:00:00+00:00	Bulgarian leader offers meeting with protesters	http://bigstory.ap.org/article/bulgarian-leader-offers-meeting-protesters
MB193	BBC	2013-03-12 16:31:08+00:00	Bulgarian president names new caretaker government	http://www.bbc.co.uk/news/world-europe-21753607
MB193	REUTERS	2013-03-06 14:33:01+00:00	Bulgarian mayor resigns after man sets himself on fire	http://www.reuters.com/article/2013/03/06/us-bulgaria-mayor-idUSBRE9250RF20130306
MB194	BBC	2013-03-22 02:04:16+00:00	Slideshow - Cherry blossoms around the world	http://www.bbc.com/travel/slideshow/20130318-cherry-blossoms-around-the-world
MB194	USATODAY	2013-03-05 21:48:07+00:00	Peak pinkness time for Cherry Blossoms predicted	http://www.usatoday.com/videos/news/nation/2013/03/05/1965461/
MB194	AP	2013-03-04 05:00:00+00:00	Peak bloom dates announced for DC cherry trees	http://bigstory.ap.org/article/peak-bloom-dates-announced-dc-cherry-trees
PARSE_ERROR	AP	Washington Cherry Blossoms - AP - Associated Press	http://bigstory.ap.org/photo/washington-cherry-blossoms
MB194	AP	2013-03-04 05:00:00+00:00	Expect peak bloom for DC cherry trees March 26-30	http://bigstory.ap.org/article/expect-peak-bloom-dc-cherry-trees-march-26-30
MB194	REUTERS	2013-03-04 16:51:04+00:00	Peak bloom of Washington cherry trees expected March 26-30	http://www.reuters.com/article/2013/03/04/us-usa-cherryblossoms-idUSBRE9230T020130304
MB194	USATODAY	2013-03-05 21:48:07+00:00	Peak pinkness time for Cherry Blossoms predicted	http://www.usatoday.com/media/cinematic/video/1965461/peak-pinkness-time-for-cherry-blossoms-predicted/
MB194	PARSE_ERROR	USATODAY	National Cherry Blossom Festival - Tag Story Index - USATODAY.com	http://content.usatoday.com/community/tags/topic.aspx?req=tag&tag=National%20Cherry%20Blossom%20Festival
MB194	USATODAY	2013-03-05 11:00:00+00:00	Mark your calendar for National Cherry Blossom Festival	http://www.usatoday.com/story/dispatches/2013/03/05/national-cherry-blossom-festival/1963217/
MB194	REUTERS	2013-02-15 10:00:00+00:00	Celebrate Presidents' Day with a Historical Tour or a Cherry Blossom Tour from Tours4Fun	http://www.reuters.com/article/2013/02/15/ca-tours4fun-idUSnBw64bDbPa+10a+BSW20130215
MB195	REUTERS	2013-02-25 17:40:48+00:00	Argo storms to Oscar victory on night of surprises	http://www.reuters.com/article/2013/02/25/entertainment-us-oscars-idUSBRE91M07X20130225
MB195	USATODAY	2013-02-24 21:51:52+00:00	'Argo': From dark horse to Oscar winner	http://www.usatoday.com/story/life/movies/2013/02/24/argo-academy-awards/1938081/
MB195	USATODAY	2013-02-24 17:24:32+00:00	'Argo' wins big prize, Day-Lewis sets record at Oscars	http://www.usatoday.com/story/life/movies/2013/02/24/oscars-rolling-news-story/1939467/
MB195	REUTERS	2013-02-25 08:21:34+00:00	Argo wins Oscar for Best Picture	http://www.reuters.com/article/2013/02/25/us-oscar-bestpicture-idUSBRE91O06220130225
MB195	USATODAY	2013-02-25 19:06:51+00:00	Iran divided over Oscar-winning 'Argo'	http://www.usatoday.com/story/news/world/2013/02/25/iran-divided-argo/1946763/
MB195	AP	2013-02-25 05:00:00+00:00	'Argo' wins best picture on scattered Oscar night	http://bigstory.ap.org/article/argo-wins-best-picture-scattered-oscar-night
MB195	REUTERS	2013-02-25 04:55:35+00:00	'Argo' wins Oscar for Best Picture	http://www.reuters.com/article/2013/02/25/oscar-bestpicture-idUSW1N0BO01E20130225
MB195	AP	2013-02-25 05:00:00+00:00	Affleck's 'Argo' wins best-picture Oscar	http://bigstory.ap.org/article/hathaway-waltz-win-supporting-acting-oscars
MB195	USATODAY	2013-02-03 07:04:53+00:00	Affleck's 'Argo' wins Directors Guild top honor	http://www.usatoday.com/story/life/movies/2013/02/03/affleck-argo-directors-guild/1887307/
MB195	REUTERS	2013-02-03 09:54:05+00:00	Affleck wins directors award as 'Argo' hurtles to Oscars	http://www.reuters.com/article/2013/02/03/entertainment-us-directorsguild-idUSBRE91203820130203
MB196	BBC	2013-03-12 18:13:28+00:00	Google hit by $7m Street View fine in US	http://www.bbc.co.uk/news/technology-21762545
MB196	REUTERS	2013-03-08 22:04:39+00:00	Google nears $7 million settlement with U.S. states over Wifi incident: source	http://www.reuters.com/article/2013/03/08/net-us-google-settlement-idUSBRE92719820130308
MB196	REUTERS	2013-03-08 22:02:37+00:00	Google nears $7 mln settlement with U.S. states over Wifi incident-source	http://www.reuters.com/article/2013/03/08/google-settlement-idUSL1N0C0HHN20130308
MB196	REUTERS	2013-03-22 17:58:35+00:00	Huge U.S. corporate cash stash belies weakness -Citi	http://www.reuters.com/article/2013/03/22/usa-markets-cash-idUSL1N0CE7LC20130322
MB196	BBC	2013-02-26 18:17:01+00:00	US internet 'six strikes' anti-piracy campaign begins	http://www.bbc.co.uk/news/technology-21591696
MB197	PARSE_ERROR	USATODAY	'Mad Men': Where we left the characters	http://www.usatoday.com/picture-gallery/life/2013/03/13/mad-men-where-we-left-the-characters/1982497/
PARSE_ERROR	BBC	BBC Radio 4 - Book of the Week, Mad Girl's Love Song, Episode 2	http://www.bbc.co.uk/programmes/b01qjk20
PARSE_ERROR	BBC	BBC Radio 4 - Book of the Week, Mad Girl's Love Song, Episode 4	http://www.bbc.co.uk/programmes/b01qjk1y
MB198	REUTERS	2013-03-12 23:21:49+00:00	Hostess Cupcakes, Twinkies finds their savior	http://www.reuters.com/article/2013/03/12/us-hostess-metropoulos-idUSBRE92B17720130312
MB198	USATODAY	2013-03-14 22:19:54+00:00	Little Debbie parent gets Hostess brand Drake's cakes	http://www.usatoday.com/story/money/business/2013/03/14/hostess-drakes-little-debbie/1988475/
MB198	REUTERS	2013-02-25 14:10:08+00:00	RLPC: Hostess loan to back Apollo, Metropoulos buyout	http://www.reuters.com/article/2013/02/25/hostess-lbo-idUSL1N0BP2EI20130225
MB198	REUTERS	2013-03-12 02:57:04+00:00	REFILE-Hostess says PE firms to buy snack-cake business, no auction needed	http://www.reuters.com/article/2013/03/12/hostess-twinkies-idUSL1N0C407820130312
MB198	AP	2013-03-12 04:00:00+00:00	Twinkies buyers hungry for more Hostess cakes	http://bigstory.ap.org/article/twinkies-buyer-hungry-more-hostess-cakes
MB198	REUTERS	2013-03-12 19:52:11+00:00	Hostess Brands Selects Apollo Global Management and Metropoulos & Co. as Winning Bidder for Majority of Snack Cake Business, Including Twinkies(R)<APO.N>	http://www.reuters.com/article/2013/03/12/apollowinshostessbid-idUSnPnNY75817+160+PRN20130312
MB198	REUTERS	2013-02-28 21:43:38+00:00	Bimbo wins Beefsteak bread in Hostess Brands auction	http://www.reuters.com/article/2013/02/28/hostess-beefsteak-idUSL1N0BSDH820130228
MB198	REUTERS	2013-03-12 03:16:32+00:00	Hostess says PE firms to buy snack-cake business, no auction needed	http://www.reuters.com/article/2013/03/12/us-hostess-twinkies-idUSBRE92B03O20130312
MB198	REUTERS	2013-02-12 00:18:44+00:00	Hostess cleared by court to auction off Twinkie brand	http://www.reuters.com/article/2013/02/12/us-hostess-auction-idUSBRE91B00Q20130212
MB198	BBC	2013-03-12 16:31:16+00:00	Twinkies sold by Hostess Brands in private equity deal	http://www.bbc.co.uk/news/business-21758233
MB199	REUTERS	2013-02-01 23:58:21+00:00	Ed Koch, New York's colorful longtime former mayor, dies	http://www.reuters.com/article/2013/02/01/us-koch-idUSBRE9100IW20130201
MB199	USATODAY	2013-02-01 11:19:14+00:00	Ed Koch, mayor who became a symbol of NYC, dies at 88	http://www.usatoday.com/story/news/nation/2013/02/01/ed-koch-mayor-who-became-a-symbol-of-nyc-dies/1882459/
MB199	AP	2013-02-01 05:00:00+00:00	Ed Koch, New York's feisty mayor, dies at 88	http://bigstory.ap.org/article/ed-koch-mayor-who-became-symbol-nyc-dies
MB199	USATODAY	2013-02-04 18:14:39+00:00	Bill Clinton headlines funeral of ex-NYC mayor Ed Koch	http://www.usatoday.com/story/news/nation/2013/02/04/ed-koch-funeral-clinton/1889937/
MB199	USATODAY	2013-02-01 17:09:42+00:00	The quotable Ed Koch: Ex-NYC mayor's best lines	http://www.usatoday.com/story/news/nation/2013/02/01/ed-koch-quotes/1883223/
MB199	USATODAY	2013-02-01 18:43:17+00:00	Ed Koch was a cheerleader, fixture for the city he loved	http://www.usatoday.com/story/news/nation/2013/02/01/ed-koch-appreciation/1883763/
MB199	AP	2013-02-04 05:00:00+00:00	Ed Koch's coffin exits to 'New York, New York'	http://bigstory.ap.org/article/bill-clinton-speak-ed-kochs-funeral-nyc-0
MB199	BBC	2013-02-01 13:04:07+00:00	Obituary: Ed Koch	http://www.bbc.co.uk/news/world-us-canada-21294448
MB199	REUTERS	2013-02-04 21:35:43+00:00	Ed Koch remembered as quintessential New York City mayor	http://www.reuters.com/article/2013/02/04/us-koch-funeral-idUSBRE9130ZA20130204
MB199	BBC	2013-02-01 14:17:27+00:00	New York former Mayor Ed Koch dies at 88	http://www.bbc.co.uk/news/world-21292317
MB200	AP	2013-02-05 05:00:00+00:00	CORRECTS: Majority of UK lawmakers vote in favor of legalizing ...	http://bigstory.ap.org/article/british-parliament-passes-bill-legalizing-same-sex-marriage
MB200	REUTERS	2013-03-12 12:14:17+00:00	Fallen UK minister, ex-wife jailed over speeding lie	http://www.reuters.com/article/2013/03/12/us-britain-huhne-idUSBRE92A0XG20130312
